Especie,Latitud,Longitud,Fecha,Tamaño,Peso,Profundidad,Temperatura del agua,Salinidad,Oxígeno disuelto,Clorofila,Tipo de fondo marino,Presencia de depredadores,Dieta principal,Tipo de hábitat,Migratorio,Velocidad de nado,Color predominante,Tipo de agua,Método de avistamiento,Sexo,Edad estimada,Estado de conservación,Número de aletas,Presencia de parásitos,Dieta reciente
Salmón,-40.52614006974803,109.92369511753628,2023-01-23,37.00012136801702,16.48926607510643,290.72731153723987,22.618766973582805,36.29602317455649,3.225751301894757,1.783835356008864,lodo,sí,plancton,arrecife,sí,9.344992387029592,verde,salobre,red,masculino,8,vulnerable,2,no,algas
Salmón,32.23656998612947,-79.94179436650222,2022-11-04,196.19353382072862,19.302501172325066,130.90844950384368,16.34795287174283,39.141519231161006,7.912406492569244,0.591940611228949,lodo,sí,crustáceos,pelágico,sí,18.34930107180864,gris,salada,sonar,femenino,25,en peligro,7,no,plancton
Tiburón Blanco,-28.595984255623907,-118.76173903950117,2023-02-10,150.67278204028764,28.96686694250781,325.63199417119426,26.576498361205857,31.381539746279593,7.617248593239861,2.6452799643005847,arena,no,crustáceos,pelágico,sí,2.879033015325504,rojo,salada,sonar,femenino,8,no amenazado,6,sí,moluscos
Bacalao,-47.43197361409652,-71.58365964838589,2023-01-11,70.4601580412754,29.273746006775742,18.789015709832324,23.168288478971643,36.36262515220246,8.775261166403585,1.4672388118585982,lodo,no,crustáceos,pelágico,no,4.617310964496345,gris,salada,sonar,femenino,49,en peligro,5,sí,peces pequeños
Bacalao,-28.22612803155886,-98.23756376202682,2022-10-26,185.1455283027503,29.622993914708207,374.5385678520385,25.22190905277438,39.19485457547226,9.862938460754,1.2955508111936116,coral,sí,crustáceos,pelágico,sí,14.582517463159673,azul,dulce,red,indeterminado,34,no amenazado,5,sí,crustáceos
Tiburón Blanco,-2.07148953001672,44.17876535713097,2022-09-15,190.6556953394377,24.833764860497293,82.48462516109129,29.439145365158147,38.36524060906133,2.8969085417071243,2.406537671395471,coral,sí,plancton,pelágico,sí,12.47094895463957,rojo,salobre,visual,masculino,43,crítico,2,no,algas
Salmón,24.21113599114321,30.563680598874043,2022-11-01,165.86747179700473,24.662060454733943,114.55970105312848,10.078794957603497,32.87127813900665,4.11669767847499,0.19429547968543287,lodo,sí,plancton,costero,no,10.20764617803842,rojo,dulce,visual,masculino,42,vulnerable,2,no,peces pequeños
Salmón,-28.13675191671463,35.43745804300144,2023-07-16,138.6767295400315,41.15036249117839,1.4542211635696054,10.062239952046614,39.52047181046281,4.750184942700715,1.6025165167982987,roca,sí,peces pequeños,pelágico,no,4.542177748537829,amarillo,dulce,visual,masculino,12,crítico,4,no,moluscos
Pez Espada,-38.69924519097286,-111.85072686307842,2023-08-11,87.74779155006593,23.643945430466324,157.27414281855286,18.91253397056707,32.03163094183964,6.301640787279968,2.1886312517584483,lodo,sí,plancton,costero,no,0.7814674543676108,rojo,salobre,sonar,indeterminado,33,en peligro,6,sí,peces pequeños
Pez Espada,14.596725502394222,105.07058109951794,2023-07-21,98.18237139513914,27.03349294549908,194.73635981267273,18.315208642033948,32.08573399277336,2.425846165374213,2.406605614811788,arena,sí,plancton,profundo,sí,0.6469776353555423,amarillo,dulce,sonar,masculino,21,no amenazado,4,no,moluscos
Salmón,48.38980363600176,-23.894609924652713,2022-09-23,101.90202561818651,49.41737888687208,117.76584885753617,26.727968134831148,30.966079553552426,4.206073261400625,0.5511111781784265,coral,no,crustáceos,profundo,sí,15.44339857800653,azul,salobre,red,masculino,11,no amenazado,4,no,plancton
Pez Payaso,10.087030208561806,-9.91730866804815,2023-01-29,190.77727790918604,9.461977558806337,115.87499563809436,8.897830505458156,31.18118419607663,8.353176880872184,1.2323870645795616,roca,sí,peces pequeños,arrecife,sí,11.006713808557787,rojo,salobre,visual,masculino,8,vulnerable,2,sí,plancton
Bacalao,19.105736412342182,178.90626463604627,2023-06-01,156.8242288452606,36.457838647684184,446.5975130727193,15.626069368446645,37.61653269738891,2.3869326441872545,1.0304793217418826,lodo,sí,plancton,arrecife,sí,19.677350619961114,azul,salada,visual,indeterminado,6,crítico,2,sí,moluscos
Pez Espada,6.116744374642003,-78.38215705341067,2023-03-31,72.56257460065169,23.922765248749403,163.89979951182346,18.197776904649686,32.75863170499691,8.543009599604561,2.977118567105971,coral,no,crustáceos,arrecife,no,8.819784417409005,verde,dulce,visual,femenino,10,en peligro,2,no,peces pequeños
Pez Payaso,28.234844422850387,-38.110318521224116,2022-12-11,132.43530565185864,41.611813153681,361.41877186995504,16.603458008653007,38.691298864607546,3.4771292337068767,2.2318729977624137,lodo,no,plancton,costero,sí,0.501459086151006,rojo,salada,visual,femenino,37,crítico,6,no,peces pequeños
Pez Espada,47.580442020944474,63.52675484547143,2022-08-22,126.90209660875527,20.4996118494577,119.45336511102244,6.677570991386801,38.57605212989033,4.44061426821425,1.3339715414913416,coral,sí,peces pequeños,pelágico,sí,12.953292007795126,verde,salobre,red,indeterminado,15,en peligro,3,sí,peces pequeños
Tiburón Blanco,4.412922940418483,136.94868726848688,2022-08-23,166.1828598751138,15.497976637510558,404.7115728850542,8.696322894755452,31.16481523182786,7.74460461134775,0.7234308395038207,arena,sí,plancton,pelágico,sí,11.496454038723815,verde,dulce,sonar,femenino,22,crítico,3,sí,plancton
Bacalao,-8.320948825727413,-134.35883759374877,2022-12-24,37.15551127685988,10.785416634951837,339.1932536112541,8.83911863428392,35.323503439525794,8.116839339252394,0.6043307737522654,lodo,no,plancton,pelágico,no,5.291875838777276,amarillo,salada,visual,femenino,30,vulnerable,4,no,algas
Pez Espada,36.034306116012644,84.61649031377902,2023-04-19,146.2288864732098,43.67573917924405,378.3457921653856,19.900777798027768,37.39459617349467,3.686527655374081,2.9850333536560973,roca,sí,plancton,costero,sí,24.876590179347225,azul,salobre,visual,masculino,22,en peligro,5,no,moluscos
Salmón,46.972834375999,150.5809893583982,2023-03-09,79.61057125854234,36.05725892670309,220.32884752749712,15.721547408268492,36.82641860667239,5.242998704457872,1.791598931727495,roca,sí,plancton,costero,sí,3.2830652955680955,rojo,salobre,sonar,femenino,27,crítico,2,no,plancton
Tiburón Blanco,-37.08183591304321,-27.747139166327145,2022-11-28,43.33376732823004,4.3065723632365165,439.902718044705,9.454307367859606,31.03670207711725,3.9351128216946076,2.2007157795557886,roca,sí,plancton,costero,sí,9.94152313156073,gris,salada,red,masculino,35,crítico,3,no,crustáceos
Tiburón Blanco,7.817096547387791,-76.77830774393368,2023-08-17,151.71919959378533,35.81776669369368,187.6321995127805,23.416321402062383,33.21744453025031,6.10634938213958,0.5560638942393221,coral,sí,moluscos,pelágico,no,13.455035820429194,rojo,salada,sonar,indeterminado,33,no amenazado,3,no,peces pequeños
Salmón,29.245999254599738,63.98537283897741,2023-01-11,79.69628429631555,2.2332737418569453,300.84662997441313,25.074154648495295,36.119763946919825,7.219213055348474,2.2711290992115707,coral,sí,peces pequeños,pelágico,no,8.894934424515759,rojo,salobre,sonar,indeterminado,27,vulnerable,4,sí,peces pequeños
Tiburón Blanco,3.3339405156390782,-91.41348555421506,2022-09-12,151.42227386072426,9.490507580163516,320.3959850072259,10.253339940544176,35.84336509591027,4.160601489471778,0.7941452008416092,coral,no,crustáceos,costero,no,9.366910578469316,amarillo,salada,sonar,masculino,31,crítico,6,sí,peces pequeños
Bacalao,-9.08030318070513,-41.655691242977014,2023-06-12,49.2386510109769,29.84348645921425,476.17344160029194,23.069108294941433,38.140267493177475,5.697180467901425,2.309342313545595,arena,no,peces pequeños,pelágico,sí,22.538428302549,verde,dulce,visual,indeterminado,19,crítico,4,no,peces pequeños
Pez Espada,15.522982113542056,142.88881467232898,2023-06-24,197.4670084058673,23.44376144555533,68.12682189173171,6.590369671266465,30.560790324046035,6.28636588166881,2.7512231187380523,arena,sí,peces pequeños,costero,no,10.500447569254362,azul,salada,sonar,masculino,31,vulnerable,6,sí,algas
Tiburón Blanco,-22.987190548665172,32.51971893289587,2022-08-21,164.6134428224781,42.1039372810378,68.66696842617944,26.39848286093587,34.80357225444544,5.351789501832231,1.2245604865872302,arena,sí,plancton,arrecife,no,11.71610250712804,gris,salada,red,indeterminado,48,no amenazado,6,no,plancton
Bacalao,-15.086625706163062,-145.80818402405606,2022-12-14,72.0473214793341,30.590573723604663,231.56365691688487,29.068125540213337,38.48948756887143,6.111345741319285,2.7198157153069853,lodo,no,plancton,pelágico,no,12.690600491279667,rojo,salobre,sonar,femenino,49,no amenazado,5,sí,plancton
Salmón,49.22766588813447,-61.30888867930646,2023-02-01,153.29436573114313,48.26624083542112,459.019934213155,8.896721396986466,39.9365858097035,3.1519899385058405,1.446275592815579,coral,no,plancton,pelágico,sí,15.197694008733508,rojo,dulce,sonar,indeterminado,20,en peligro,3,sí,crustáceos
Pez Espada,13.646533437449534,45.81545944225539,2022-09-07,44.4439776367376,42.8315855932195,11.820868877732421,24.65399885648243,31.284955648079464,2.323920260773849,2.445603852779533,coral,no,plancton,arrecife,sí,9.705594747655077,amarillo,dulce,visual,indeterminado,26,no amenazado,6,no,plancton
Salmón,37.292729831107465,-6.6608506243159695,2022-10-11,137.61874139037874,17.3406572242694,138.86152804219265,7.432498323142443,36.4590759210373,2.50533455742805,1.4177529685083512,roca,no,plancton,arrecife,sí,23.31204882293654,azul,dulce,sonar,indeterminado,36,crítico,2,sí,moluscos
Pez Espada,30.776851303714352,57.722154030572625,2022-12-24,30.73463564671718,41.79047184106588,142.50957571457792,29.03128686098624,30.01331270948121,9.782587800127581,0.5169930991010617,arena,sí,plancton,costero,no,2.455818761166279,gris,salada,visual,femenino,10,en peligro,3,sí,crustáceos
Tiburón Blanco,15.227255439402413,94.11891036492261,2022-09-25,80.0097427580512,43.56179696032679,153.17134879814287,16.30179048906926,33.495297830274275,2.5914695722530867,2.0390717862840506,arena,sí,plancton,arrecife,no,6.406596642836019,verde,salobre,visual,masculino,3,vulnerable,5,no,moluscos
Tiburón Blanco,34.072908245877315,-6.978556726305101,2023-05-20,196.12325815793957,48.50138703293858,13.327779587475373,18.38193918128794,34.44751409744813,5.088207115320697,1.044754044067782,lodo,sí,peces pequeños,profundo,no,24.02689641705577,azul,salobre,visual,masculino,25,vulnerable,2,sí,crustáceos
Pez Espada,-21.2841504566429,175.3026070686978,2023-05-26,41.76566735746207,1.1218649050513043,412.9775603319037,24.09740402025098,33.4586516304686,8.333112511542183,0.31953508241840745,coral,no,plancton,profundo,no,6.399593883431139,rojo,salobre,sonar,femenino,18,no amenazado,4,sí,algas
Bacalao,13.711644881229837,149.28259524260415,2023-04-05,127.53632583937791,43.799843096164466,5.445816877378495,11.219571754617512,36.24509290395426,8.804950060912809,1.9897537438977009,roca,sí,plancton,arrecife,sí,21.494640642286484,verde,salada,red,indeterminado,22,en peligro,4,no,algas
Bacalao,9.060348952398087,-158.43333381528373,2023-04-18,32.7089694738669,3.9598181254787628,239.37427304245566,14.97152677923403,30.153798543322974,4.147771691723109,1.7790957728385672,lodo,no,peces pequeños,pelágico,sí,17.712992603001442,amarillo,salada,red,indeterminado,39,crítico,2,no,peces pequeños
Bacalao,12.241960079334483,-84.08479040992141,2023-01-26,140.49221807528522,26.641735792253954,29.123152496703586,6.750291687075792,39.08257037387122,7.119959914646215,2.79732277125025,arena,sí,crustáceos,pelágico,sí,20.55248890918257,gris,salobre,red,indeterminado,44,no amenazado,4,no,plancton
Pez Payaso,-33.136807285322476,-71.80433556847774,2023-03-04,70.1591875328983,21.025845217746834,399.52337078488966,20.365513102777594,33.18526472359602,7.79167692952308,0.35358176420038057,lodo,sí,crustáceos,pelágico,no,16.903422870058822,amarillo,salobre,sonar,femenino,23,en peligro,2,sí,moluscos
Bacalao,-22.275696000193157,-113.65547159879618,2022-09-20,75.79560826236707,46.03414024264801,373.5463326551801,24.983282049144602,31.503616991350228,9.327212536725963,1.3479276930081077,lodo,sí,moluscos,arrecife,no,10.70616587674481,gris,dulce,visual,masculino,38,vulnerable,3,sí,plancton
Tiburón Blanco,-21.33416812074609,-67.67405890182712,2023-03-02,80.80445635313922,20.55501608517301,361.0438999706928,26.296018996006875,34.33191244448142,9.112988276374761,0.7720619957113813,roca,sí,plancton,costero,sí,24.478971903668306,verde,salobre,visual,femenino,44,no amenazado,5,sí,peces pequeños
Pez Payaso,10.194616257276323,-27.0645721432343,2023-07-03,56.92822663260966,30.004112356057803,368.39620711013714,18.408783550983074,35.139860821225,5.480936658068953,1.5048292397156138,roca,no,crustáceos,profundo,no,0.6792701950270896,verde,dulce,visual,femenino,35,no amenazado,7,no,moluscos
Bacalao,47.254688043978604,-161.44164756271522,2022-11-25,189.49832931277965,34.74799428102867,470.1795379946706,24.14513958684484,30.520196139737685,6.3307408048721125,2.543832268434538,lodo,no,peces pequeños,costero,sí,13.958046289238997,rojo,salada,sonar,femenino,8,en peligro,2,no,algas
Tiburón Blanco,45.40675511821482,-134.17191499233078,2023-05-22,183.049731631163,1.4419729514226454,208.9886454955677,8.747660266177615,37.99079952496459,8.407351392225685,2.8309738220271576,coral,no,plancton,arrecife,no,8.808423537501865,amarillo,salada,sonar,masculino,16,no amenazado,6,sí,algas
Pez Payaso,-27.281044701030343,-145.35148363434584,2023-03-27,176.60274139710037,29.75109705567619,430.9258271586142,23.585324254644444,37.37443182056769,6.789919793951492,1.2031330986596576,coral,no,moluscos,pelágico,sí,14.51590736379197,rojo,salobre,red,masculino,25,vulnerable,3,sí,peces pequeños
Tiburón Blanco,-19.51547569332275,-163.32590190720578,2023-01-23,39.160198414421835,26.14059584882949,92.93189427693159,5.113475582546016,35.11795391062468,4.84840423354916,1.89526755904392,arena,no,plancton,pelágico,no,23.44293373233759,azul,salada,red,femenino,18,crítico,2,no,moluscos
Pez Espada,-46.393810772083285,-6.66107269141736,2023-07-12,62.02007093121576,29.90342766126151,226.18098704111677,9.871132463404827,31.859637973523387,9.60308267053151,0.7837342874271971,arena,no,peces pequeños,profundo,no,24.156170370452934,rojo,dulce,red,indeterminado,26,vulnerable,4,sí,moluscos
Tiburón Blanco,-10.118441014060586,-59.83089003858778,2022-12-15,130.2006546761167,4.249330873756609,5.445638112033831,20.865939641535235,39.265812655171814,9.981833348601178,2.3097512161188893,lodo,no,plancton,arrecife,sí,8.23696410404137,verde,salobre,red,indeterminado,30,no amenazado,7,sí,algas
Pez Payaso,33.46741216803636,156.7610026738961,2023-01-23,194.66678025016898,3.250139316102664,142.78600636222168,13.013500264782092,37.941751705015584,9.464296948340909,2.7290760807594827,lodo,no,peces pequeños,pelágico,sí,23.471694499279995,azul,salada,visual,masculino,8,no amenazado,3,no,peces pequeños
Bacalao,41.575173898614,-143.0062072409744,2023-08-05,128.8671288148431,9.288444703699023,229.62157858480117,15.26523821402669,32.337133394500846,4.765604351713769,1.4811421771312308,roca,sí,moluscos,costero,sí,24.677734360588012,azul,salada,red,masculino,6,no amenazado,5,sí,peces pequeños
Pez Payaso,-26.35035204320564,153.372720864842,2022-09-08,78.87831710147047,43.54028344503007,454.7356293743808,25.651671756245978,37.359861984590424,3.9386286421633363,2.6294486664400916,lodo,sí,plancton,pelágico,no,12.24683692563717,rojo,dulce,sonar,indeterminado,12,no amenazado,4,sí,algas
Bacalao,-23.42055265111608,-148.84357773619467,2023-05-23,167.13274002142347,18.14531788438027,159.15883105892732,19.2774102783794,31.0136501089118,5.945003551963572,2.953056473849149,roca,sí,moluscos,pelágico,sí,3.741754420288956,amarillo,salobre,visual,femenino,7,crítico,2,no,plancton
Bacalao,-27.915018349124633,42.91824477759661,2023-05-11,44.37749898192197,21.984611265556577,336.53186780365115,14.974108261237147,31.18445113349906,8.278422164340803,1.8634513507230712,roca,no,moluscos,profundo,no,24.299579092239703,gris,salobre,visual,femenino,17,crítico,4,no,crustáceos
Salmón,-14.98964324254213,-90.81707854452468,2023-05-15,178.7135390218366,19.81323090475731,417.1494358855415,16.64407199817171,34.44589425007715,4.161104769509199,1.7259338698449171,roca,sí,crustáceos,costero,sí,22.470468674848426,gris,salobre,visual,indeterminado,39,en peligro,2,no,peces pequeños
Pez Espada,30.475939859054463,117.6500327377949,2022-10-06,195.44182222151525,35.86132143826743,163.9383359205312,26.210774913245505,37.017261171200666,5.252806818061179,1.2061735636475688,coral,sí,crustáceos,arrecife,sí,16.61577143203972,rojo,dulce,visual,indeterminado,29,vulnerable,4,no,algas
Salmón,14.685746988446013,-157.86906226561084,2022-10-18,194.17747771094827,13.344039786602346,85.44487264585041,17.139786953730333,39.17298380257381,3.211448894484075,2.3806361139931824,lodo,sí,moluscos,costero,sí,1.1827418919674484,rojo,dulce,visual,indeterminado,8,crítico,2,sí,moluscos
Pez Payaso,28.59409178637,162.90293607706514,2022-11-24,46.58538141484317,3.885470925499067,296.00587791919423,26.883735503111126,39.70988603994811,7.612756376856137,2.4630178076250724,coral,sí,moluscos,pelágico,no,9.25603388661753,amarillo,dulce,visual,masculino,23,no amenazado,6,no,peces pequeños
Salmón,8.303110633530622,-162.98740788015596,2023-03-03,118.9293512293279,19.21965722369425,142.90754035016474,11.177483477596299,36.91908821789717,7.899249698756676,0.12928108694121307,arena,no,plancton,pelágico,sí,4.279070662524421,rojo,salada,visual,indeterminado,34,en peligro,5,sí,moluscos
Bacalao,-24.22669219408532,-93.19922341151982,2023-03-01,125.28542533607165,36.52785899177843,326.5736024854188,18.343931597872164,37.83200667542169,5.964707406068755,0.8317894782461149,arena,no,peces pequeños,costero,no,5.1462196517440555,azul,dulce,sonar,femenino,37,no amenazado,7,no,moluscos
Pez Payaso,-27.200581978745586,-12.893498615739588,2023-03-27,55.08534627565027,45.790917552364306,68.21582062429657,14.225763143125565,35.1044468773917,7.899038350456197,0.19292540756636445,roca,sí,crustáceos,profundo,no,17.323932219160934,rojo,salada,red,femenino,2,crítico,4,no,moluscos
Salmón,-49.09992941362502,92.18083916383756,2023-08-05,118.41992250083771,3.015667421904634,76.64582699395457,19.78244717342982,30.55915379772686,7.155306073575771,2.3518123704026768,coral,sí,plancton,arrecife,sí,10.081728485275876,amarillo,dulce,visual,indeterminado,23,en peligro,2,sí,moluscos
Tiburón Blanco,28.098213687407252,162.40057831561285,2022-10-20,136.37676331515326,40.61955798355182,338.2856111258216,19.387763598617944,31.252943173313625,9.43542643492128,0.6142509290489,arena,no,moluscos,pelágico,sí,8.805019240194346,amarillo,dulce,red,masculino,37,vulnerable,4,no,plancton
Pez Espada,34.712122616471774,-25.904724734024626,2023-04-15,79.21311405447068,3.7759176700291857,486.8061605459977,19.282735134699777,39.70784657032361,6.692590074986397,0.4141885470080937,arena,sí,moluscos,profundo,no,11.938398264647105,amarillo,salada,visual,femenino,15,vulnerable,3,sí,peces pequeños
Tiburón Blanco,26.828259962841628,92.63163377443419,2023-02-07,76.82253797053102,16.867700586916037,124.20126077565082,18.194327443454576,33.93001008360049,4.854913082169247,2.411336340029337,roca,no,plancton,costero,no,4.416464775476553,amarillo,salobre,visual,indeterminado,33,vulnerable,2,sí,peces pequeños
Pez Payaso,-42.559794227150924,81.7785196002859,2023-01-17,30.842929960036464,1.6039256412208658,357.2425043258153,16.360798813527587,37.718705968292596,7.837201837693912,1.765850556579787,lodo,no,moluscos,costero,no,11.242920680308076,gris,salada,sonar,femenino,36,en peligro,5,sí,crustáceos
Salmón,26.222162716986603,25.62080230472634,2022-11-09,192.22860078639275,45.621314098399324,266.4882652898559,27.759323889250897,32.204692683032164,2.4540761990050033,0.5450154017952489,lodo,no,crustáceos,pelágico,sí,23.433963415889654,amarillo,dulce,sonar,masculino,47,en peligro,2,no,algas
Bacalao,-45.42325468497307,68.73090339629508,2023-08-05,164.6508670416132,35.4860552624063,422.0769249003028,11.698832100197045,35.32911878860086,5.810615060669986,2.549333637198214,lodo,no,crustáceos,pelágico,no,19.999180364026312,gris,salada,sonar,indeterminado,41,no amenazado,4,no,crustáceos
Salmón,-39.440693429360884,-166.29599409617595,2022-09-08,156.70084356280384,18.772193987095775,195.05411019626794,15.848843650845843,31.526893073496723,9.727605167263523,1.2801180114225807,arena,no,plancton,costero,no,1.522106637206139,verde,salobre,red,indeterminado,42,crítico,6,no,crustáceos
Pez Payaso,-5.952462706733272,-21.032135676895138,2023-06-17,23.92020558953318,19.18410085476501,485.8852840187365,10.280201843284166,38.08727627907162,7.641629406985264,1.18147606135393,roca,sí,peces pequeños,arrecife,sí,11.059704491017968,amarillo,dulce,red,femenino,40,no amenazado,7,no,plancton
Pez Payaso,-2.3852991075159906,102.90984986161095,2022-10-12,132.37563882657764,32.172221743322424,42.116037579536155,13.306352797659077,31.680650251462033,9.988918282410495,1.9902228780724114,roca,sí,plancton,arrecife,no,21.546748407410725,azul,salada,red,femenino,30,crítico,7,no,moluscos
Pez Payaso,31.611863661869634,-9.280387799016864,2023-03-25,52.51313638242378,4.937591090973755,492.3392706339804,11.224565344618888,37.059370088425545,5.142802876674348,0.20711716163624086,lodo,sí,peces pequeños,arrecife,sí,6.655253874642996,amarillo,salada,visual,femenino,8,en peligro,7,sí,plancton
Pez Payaso,17.952689204091058,134.46165032170143,2023-05-29,139.10915563495345,7.679907252170762,423.27241837875795,21.742977281578195,31.50909647968914,5.143271176533222,1.074325298587188,arena,no,crustáceos,profundo,no,21.05601758746857,azul,salada,visual,indeterminado,32,no amenazado,5,sí,crustáceos
Salmón,-34.66798213687837,120.10963556329568,2022-09-15,131.8079883755766,42.43759847364901,433.3626057460902,22.690321118570253,38.18664375593633,2.476446921635798,0.327716797677986,lodo,no,crustáceos,arrecife,sí,14.977248307524016,rojo,salobre,visual,indeterminado,1,no amenazado,6,sí,peces pequeños
Tiburón Blanco,-27.38532167711987,130.84057086205166,2023-02-19,173.346564379504,10.514497763282117,421.3593153517649,11.918398104552821,35.02916910297342,4.88553747425729,2.23292678826479,arena,sí,crustáceos,costero,sí,0.7245553964473408,rojo,dulce,red,masculino,31,crítico,2,sí,moluscos
Bacalao,-21.432481174131325,-133.2011931738482,2022-08-31,65.97813715666418,36.469986686415965,431.06997573101654,29.590327411119368,34.124269448018694,3.129662877878877,0.8958188826796974,arena,sí,moluscos,profundo,no,22.143053485706446,gris,salada,visual,masculino,1,en peligro,5,sí,crustáceos
Bacalao,-37.632736254514164,-92.10919515621461,2022-12-09,24.94312021176545,11.677243689693885,407.76114506388456,12.105645610220712,33.36782153674414,5.16401681178725,2.5257822782332044,lodo,sí,moluscos,pelágico,sí,22.47235085346832,azul,salada,visual,masculino,40,en peligro,5,sí,peces pequeños
Pez Espada,-21.23551136407693,-169.34498164363308,2022-11-24,184.53995828766654,4.863242701143118,449.8590509774266,25.70983838525268,36.877260641541916,2.0151254841518753,1.314188224316443,arena,no,peces pequeños,costero,no,20.72502571079446,azul,salobre,red,femenino,7,crítico,5,no,peces pequeños
Pez Payaso,22.859815553973306,173.8082616706999,2023-08-16,183.55448512636744,45.05160198210834,230.9395699497613,12.314978534828938,30.880523066703784,5.505900468156018,2.667225806362303,lodo,no,plancton,profundo,sí,13.41613460171435,rojo,salobre,sonar,indeterminado,26,no amenazado,3,no,plancton
Pez Payaso,-25.859852989271705,-94.99026980996568,2022-08-31,102.05471738877668,45.13280276707682,469.70618256218796,15.329823693647148,38.56197484587778,9.513202781354133,0.7410835518332193,coral,no,moluscos,profundo,sí,18.352058303810757,rojo,dulce,sonar,masculino,47,en peligro,4,sí,crustáceos
Pez Payaso,33.53596470603864,-47.846399586392806,2023-04-27,34.05585060688228,30.46293893247537,193.0964636835397,21.617964844540182,37.61244546301552,8.098903326942327,1.9923718948587266,arena,sí,crustáceos,arrecife,sí,3.67015709685759,amarillo,salobre,visual,masculino,45,vulnerable,6,no,crustáceos
Tiburón Blanco,-3.0483004874792172,-81.02647899776298,2023-04-20,109.63441799020725,23.37067529807459,364.5297955428381,18.941665547454,33.7294810810899,3.92928050115352,2.8401138906676833,coral,no,crustáceos,costero,no,21.587780493936428,gris,salobre,sonar,masculino,19,no amenazado,7,sí,moluscos
Pez Payaso,-17.706423875561114,-165.67429577564977,2022-08-20,114.32255973982038,27.86161615954981,355.46593574251597,17.655048456322504,39.77634125235339,4.160425693311977,1.2429537218542661,arena,sí,peces pequeños,arrecife,no,23.748233362047575,azul,dulce,sonar,femenino,3,en peligro,7,no,algas
Pez Espada,-8.758189545112693,-85.94711654036095,2022-11-28,167.91058491919622,20.70230762285583,410.6273546820301,24.855479005627288,38.32061517909495,4.473775310905036,0.5581535578135418,roca,no,crustáceos,profundo,sí,8.550810270745606,verde,dulce,sonar,masculino,47,no amenazado,7,sí,algas
Pez Espada,20.94967405934915,-144.64956016522538,2023-07-21,149.0782599859152,37.98014349242054,369.45293527191467,22.693020854622265,32.70820651239441,2.7415044372627726,1.7058692394430188,roca,no,plancton,costero,no,6.902136064378151,verde,salobre,red,femenino,7,crítico,5,sí,peces pequeños
Tiburón Blanco,1.679270324599024,-38.058088901549525,2023-03-28,32.74482366714624,37.85075499229072,18.65437397822519,27.854170598887702,38.87736647807491,9.935578402573555,1.3529289404363205,roca,no,crustáceos,costero,no,6.545087182600155,gris,salobre,red,femenino,14,no amenazado,4,no,moluscos
Pez Payaso,-49.27213360249419,168.05668260123923,2022-09-14,146.96076996562476,41.03949068208988,369.8372634669678,10.77117707523376,30.989715067832297,7.342762804731922,1.567538986808949,lodo,sí,moluscos,arrecife,no,8.779840502622031,verde,dulce,sonar,femenino,44,vulnerable,2,sí,plancton
Salmón,42.2323846585075,71.37445394297441,2023-05-21,44.433104335631626,26.38484092877938,12.62508644245837,5.407955716067898,36.89571725163178,7.907588977083712,1.4800008131594835,lodo,no,plancton,arrecife,sí,2.4206370385661296,rojo,salobre,red,masculino,34,en peligro,2,no,crustáceos
Salmón,-43.40039969981483,74.48428433083726,2023-08-05,36.104964868907736,40.166422149545596,267.081925651609,29.996461749475767,31.313435644490315,7.557756676275282,0.8710815253841745,coral,no,peces pequeños,costero,no,19.8965665757818,amarillo,dulce,sonar,masculino,23,crítico,4,no,crustáceos
Bacalao,43.86213488143858,-16.856664015148112,2023-01-27,91.74928365827991,8.208070523969948,419.63570418452315,12.085364730748244,39.75924666439933,5.720476075274934,1.5924199487747732,coral,sí,crustáceos,arrecife,no,8.40057140544487,rojo,salada,red,masculino,34,en peligro,5,no,plancton
Tiburón Blanco,-47.18471763799453,112.06944384820116,2023-04-05,33.9254492301516,1.991669129639769,414.95800516030346,6.073668412160098,30.496990270812997,8.530651764113383,0.5283001133594943,arena,no,peces pequeños,pelágico,sí,2.467392101851752,rojo,dulce,red,masculino,10,vulnerable,6,no,plancton
Salmón,27.09793349574484,146.98230009032113,2022-12-21,169.26841888129948,32.57862590563223,420.8151826377528,11.18372237801086,32.32761832848931,3.9019577770754674,1.7905537742146473,arena,sí,crustáceos,pelágico,sí,24.729300629917805,gris,dulce,red,indeterminado,24,en peligro,6,sí,plancton
Bacalao,3.4674708183288203,166.15800219017547,2023-03-12,103.36325330120282,5.721062885316318,301.6029032610141,21.71950766893239,35.30129254540366,5.105212904018576,1.3677200264813874,lodo,sí,peces pequeños,arrecife,no,5.754477026485791,rojo,salobre,sonar,masculino,17,vulnerable,2,no,algas
Pez Espada,0.5726180604106048,-144.36351981128934,2023-02-07,125.66067601918121,27.75816059863388,92.72221079966832,19.702777247483784,35.83962462768336,4.606879583463413,2.920560759071124,roca,no,peces pequeños,arrecife,sí,20.552514018306464,gris,dulce,red,indeterminado,37,no amenazado,5,no,plancton
Bacalao,-42.722149745599545,136.671843112732,2023-01-05,123.83561423075838,36.19568527255242,254.48108086941517,10.167714436704767,35.129143900165,9.620991339042865,0.37542174147704477,coral,sí,peces pequeños,costero,no,12.566102992279243,gris,salobre,red,femenino,18,vulnerable,3,sí,moluscos
